codigo_postal;municipio_nombre
28815;Fresno de Torote
28815;Ribatejada
28816;Camarma de Esteruelas
28816;Valdeavero
28817;Santos de la Humosa, Los
28818;Anchuelo
28818;Santorcaz
28821;Coslada
28822;Coslada
28823;Coslada
28830;San Fernando de Henares
28840;Mejorada del Campo
28850;Torrejón de Ardoz
28860;Paracuellos de Jarama
28861;Paracuellos de Jarama
28862;Paracuellos de Jarama
28863;Cobeña
28864;Ajalvir
28880;Meco
28890;Loeches
28891;Velilla de San Antonio
28901;Getafe
28902;Getafe
28903;Getafe
28904;Getafe
28905;Getafe
28906;Getafe
28907;Getafe
28909;Getafe
28911;Leganés
28912;Leganés
28913;Leganés
28914;Leganés
28915;Leganés
28916;Leganés
28917;Leganés
28918;Leganés
28919;Leganés
28921;Alcorcón
28922;Alcorcón
28923;Alcorcón
28924;Alcorcón
28925;Alcorcón
28931;Móstoles
28932;Móstoles
28933;Móstoles
28934;Móstoles
28935;Móstoles
28936;Móstoles
28937;Móstoles
28938;Móstoles
28939;Arroyomolinos
28941;Fuenlabrada
28942;Fuenlabrada
28943;Fuenlabrada
28944;Fuenlabrada
28945;Fuenlabrada
28946;Fuenlabrada
28947;Fuenlabrada
28950;Moraleja de Enmedio
28970;Humanes de Madrid
28971;Griñón
28976;Batres
28977;Casarrubuelos
28978;Cubas de la Sagra
28979;Serranillos del Valle
28981;Parla
28982;Parla
28983;Parla
28984;Parla
28990;Torrejón de Velasco
28991;Torrejón de la Calzada
29001;Málaga
29002;Málaga
29003;Málaga
29004;Málaga
29005;Málaga
29006;Málaga
29007;Málaga
29008;Málaga
29009;Málaga
29010;Cártama
29010;Málaga
29011;Málaga
29012;Málaga
29013;Málaga
29014;Málaga
29015;Málaga
29016;Málaga
29017;Málaga
29018;Málaga
29100;Coín
29108;Guaro
29109;Tolox
29110;Monda
29120;Alhaurín el Grande
29130;Alhaurín de la Torre
29140;Málaga
29150;Almogía
29160;Casabermeja
29170;Colmenar
29180;Riogordo
29190;Málaga
29191;Málaga
29193;Málaga
29194;Alfarnate
29194;Alfarnatejo
29195;Comares
29196;Málaga
29197;Málaga
29197;Totalán
29200;Antequera
29210;Cuevas de San Marcos
29220;Cuevas Bajas
29230;Antequera
29230;Villanueva de la Concepción
29240;Valle de Abdalajís
29250;Antequera
29260;Antequera
29300;Archidona
29310;Villanueva de Algaidas
29311;Villanueva de Algaidas
29312;Villanueva del Rosario
29313;Villanueva del Trabuco
29314;Antequera
29314;Archidona
29315;Archidona
29315;Villanueva de Tapia
29320;Campillos
29327;Teba
29328;Sierra de Yeguas
29329;Sierra de Yeguas
29330;Almargen
29340;Cañete la Real
29350;Arriate
29360;Montejaque
29370;Benaoján
29380;Cortes de la Frontera
29391;Cortes de la Frontera
29392;Jimera de Líbar
29394;Ronda
29400;Ronda
29400;Serrato
29410;Yunquera
29420;Burgo, El
29430;Ronda
29430;Montecorto
29440;Igualeja
29450;Pujerra
29451;Parauta
29452;Cartajima
29460;Alpandeire
29461;Faraján
29462;Júzcar
29470;Cuevas del Becerro
29471;Serrato
29480;Gaucín
29490;Benarrabá
29490;Cortes de la Frontera
29491;Algatocín
29491;Benalauría
29492;Genalguacil
29492;Jubrique
29493;Benadalid
29494;Atajate
29500;Álora
29510;Álora
29520;Fuente de Piedra
29530;Alameda
29531;Humilladero
29532;Mollina
29533;Humilladero
29540;Antequera
29550;Ardales
29551;Carratraca
29552;Álora
29552;Ardales
29560;Pizarra
29566;Casarabonela
29567;Alozaina
29569;Cártama
29569;Pizarra
29570;Cártama
29580;Cártama
29590;Málaga
29591;Málaga
29592;Cártama
29593;Álora
29601;Marbella
29602;Marbella
29603;Marbella
29604;Marbella
29610;Ojén
29611;Istán
29612;Ojén
29620;Málaga
29620;Torremolinos
29630;Benalmádena
29631;Benalmádena
29639;Benalmádena
29640;Fuengirola
29649;Mijas
29650;Mijas
29651;Mijas
29660;Marbella
29670;Marbella
29679;Benahavís
29679;Marbella
29680;Estepona
29688;Estepona
29689;Estepona
29690;Casares
29691;Manilva
29692;Casares
29692;Manilva
29693;Estepona
29698;Estepona
29700;Vélez-Málaga
29710;Periana
29711;Alcaucín
29712;Viñuela
29713;Alcaucín
29713;Viñuela
29714;Salares
29715;Sedella
29716;Canillas de Aceituno
29718;Almáchar
29718;Benamargosa
29718;Borge, El
29718;Cútar
29718;Vélez-Málaga
29719;Benamocarra
29719;Canillas de Aceituno
29719;Sedella
29719;Vélez-Málaga
29719;Viñuela
29720;Málaga
29720;Rincón de la Victoria
29730;Rincón de la Victoria
29738;Moclinejo
29738;Rincón de la Victoria
29740;Vélez-Málaga
29749;Vélez-Málaga
29750;Algarrobo
29750;Vélez-Málaga
29751;Vélez-Málaga
29752;Sayalonga
29753;Árchez
29753;Arenas
29753;Sayalonga
29754;Cómpeta
29755;Canillas de Albaida
29758;Rincón de la Victoria
29760;Vélez-Málaga
29770;Torrox
29780;Nerja
29787;Nerja
29788;Frigiliana
29789;Frigiliana
29790;Vélez-Málaga
29791;Macharaviaya
29792;Iznate
29792;Vélez-Málaga
29793;Torrox
29796;Torrox
30001;Murcia
30002;Murcia
30003;Murcia
30004;Murcia
30005;Murcia
30006;Murcia
30007;Murcia
30008;Murcia
30009;Murcia
30010;Murcia
30011;Murcia
30012;Murcia
30100;Murcia
30107;Murcia
30108;Murcia
30110;Murcia
30120;Murcia
30130;Beniel
30139;Murcia
30140;Santomera
30148;Santomera
30149;Santomera
30150;Murcia
30151;Murcia
30152;Murcia
30153;Murcia
30154;Murcia
30155;Murcia
30156;Murcia
30157;Murcia
30158;Murcia
30160;Murcia
30161;Murcia
30162;Murcia
30163;Murcia
30164;Murcia
30165;Murcia
30166;Murcia
30167;Murcia
30168;Murcia
30169;Murcia
30170;Mula
30176;Pliego
30177;Mula
30178;Mula
30179;Murcia
30180;Bullas
30189;Bullas
30189;Cehegín
30190;Albudeite
30191;Campos del Río
30192;Campos del Río
30193;Mula
30194;Mula
30195;Caravaca de la Cruz
30201;Cartagena
30202;Cartagena
30203;Cartagena
30204;Cartagena
30205;Cartagena
30300;Cartagena
30310;Cartagena
30319;Cartagena
30320;Fuente Álamo de Murcia
30330;Cartagena
30331;Murcia
30332;Fuente Álamo de Murcia
30333;Fuente Álamo de Murcia
30334;Fuente Álamo de Murcia
30335;Fuente Álamo de Murcia
30335;Mazarrón
30338;Fuente Álamo de Murcia
30350;Cartagena
30351;Cartagena
30360;Unión, La
30364;Unión, La
30365;Cartagena
30366;Cartagena
30367;Cartagena
30368;Cartagena
30369;Cartagena
30369;Unión, La
30370;Cartagena
30370;San Javier
30380;Cartagena
30380;San Javier
30381;Cartagena
30382;Cartagena
30383;Cartagena
30384;Cartagena
30385;Cartagena
30385;Murcia
30386;Cartagena
30387;Cartagena
30387;Moratalla
30390;Cartagena
30391;Cartagena
30392;Cartagena
30393;Cartagena
30394;Cartagena
30395;Cartagena
30396;Cartagena
30397;Cartagena
30398;Cartagena
30399;Cartagena
30400;Caravaca de la Cruz
30410;Caravaca de la Cruz
30411;Caravaca de la Cruz
30412;Caravaca de la Cruz
30413;Caravaca de la Cruz
30413;Moratalla
30420;Calasparra
30420;Cehegín
30430;Cehegín
30439;Cehegín
30440;Moratalla
30441;Moratalla
30442;Moratalla
30500;Molina de Segura
30506;Molina de Segura
30507;Molina de Segura
30508;Molina de Segura
30509;Molina de Segura
30510;Yecla
30520;Jumilla
30528;Jumilla
30529;Jumilla
30530;Cieza
30540;Blanca
30550;Abarán
30559;Abarán
30560;Alguazas
30561;Alguazas
30562;Ceutí
30563;Ceutí
30564;Lorquí
30565;Torres de Cotillas, Las
30570;Murcia
30579;Murcia
30580;Murcia
30588;Murcia
30589;Murcia
30590;Murcia
30591;Torre-Pacheco
30592;Murcia
30592;San Javier
30592;Torre-Pacheco
30593;Cartagena
30594;Cartagena
30600;Archena
30609;Archena
30610;Ricote
30611;Ojós
30612;Ulea
30613;Villanueva del Río Segura
30620;Fortuna
30626;Abanilla
30626;Fortuna
30627;Molina de Segura
30628;Fortuna
30629;Fortuna
30640;Abanilla
30648;Abanilla
30649;Abanilla
30700;Torre-Pacheco
30708;Torre-Pacheco
30709;Torre-Pacheco
30710;Torre-Pacheco
30710;Alcázares, Los
30720;San Javier
30729;San Javier
30730;San Javier
30739;San Javier
30739;Torre-Pacheco
30740;San Pedro del Pinatar
30800;Lorca
30810;Lorca
30811;Lorca
30812;Lorca
30813;Lorca
30814;Lorca
30815;Lorca
30816;Lorca
30817;Lorca
30818;Lorca
30820;Alcantarilla
30830;Murcia
30831;Murcia
30832;Murcia
30833;Murcia
30834;Lorca
30834;Murcia
30835;Cartagena
30835;Murcia
30836;Murcia
30837;Murcia
30840;Alhama de Murcia
30848;Alhama de Murcia
30849;Alhama de Murcia
30850;Totana
30858;Mazarrón
30858;Totana
30859;Aledo
30859;Totana
30860;Mazarrón
30868;Cartagena
30868;Mazarrón
30870;Mazarrón
30875;Mazarrón
30876;Lorca
30876;Mazarrón
30877;Mazarrón
30878;Lorca
30878;Mazarrón
30879;Mazarrón
30880;Águilas
30889;Águilas
30889;Lorca
30890;Lorca
30890;Puerto Lumbreras
30891;Puerto Lumbreras
30892;Librilla
30893;Lorca
31001;Pamplona/Iruña
31002;Pamplona/Iruña
31003;Pamplona/Iruña
31004;Pamplona/Iruña
31005;Pamplona/Iruña
31006;Pamplona/Iruña
31007;Pamplona/Iruña
31008;Pamplona/Iruña
31009;Pamplona/Iruña
31010;Pamplona/Iruña
31010;Barañáin/Barañain
31011;Pamplona/Iruña
31012;Pamplona/Iruña
31013;Ansoáin/Antsoain
31013;Berrioplano/Berriobeiti
31013;Berriozar
31014;Pamplona/Iruña
31015;Pamplona/Iruña
31016;Pamplona/Iruña
31100;Puente la Reina/Gares
31109;Artazu
31110;Noáin (Valle de Elorz)/Noain (Elortzibar)
31119;Noáin (Valle de Elorz)/Noain (Elortzibar)
31130;Mañeru
31131;Cirauqui/Zirauki
31132;Villatuerta
31133;Legarda
31133;Uterga
31140;Artajona
31150;Mendigorría
31151;Obanos
31152;Muruzábal
31153;Adiós
31153;Enériz/Eneritz
31154;Añorbe
31154;Tirapu
31154;Ucar
31160;Orkoien
31170;Iza/Itza
31170;Cendea de Olza/Oltza Zendea
31171;Cendea de Olza/Oltza Zendea
31172;Goñi
31172;Iza/Itza
31172;Valle de Ollo/Ollaran
31173;Cendea de Olza/Oltza Zendea
31174;Belascoáin
31174;Ciriza/Ziritza
31174;Cizur
31174;Echarri/Etxarri
31174;Etxauri
31174;Guirguillano
31174;Bidaurreta
31174;Zabalza/Zabaltza
31175;Guesálaz/Gesalatz
31175;Salinas de Oro/Jaitz
31176;Guesálaz/Gesalatz
31176;Valle de Yerri/Deierri
31177;Lezáun
31177;Valle de Yerri/Deierri
31178;Abárzuza/Abartzuza
31179;Valle de Yerri/Deierri
31180;Zizur Mayor/Zizur Nagusia
31190;Cizur
31191;Galar
31191;Beriáin
31192;Aranguren
31192;Valle de Egüés/Eguesibar
31193;Atez/Atetz
31193;Juslapeña
31194;Ezcabarte
31194;Juslapeña
31195;Berrioplano/Berriobeiti
31200;Estella-Lizarra
31208;Ayegui/Aiegi
31210;Arcos, Los
31219;Mendaza
31219;Mirafuentes
31219;Mues
31219;Piedramillera
31219;Sorlada
31219;Torralba del Río
31220;Sansol
31227;Cabredo
31227;Genevilla
31227;Lapoblación
31227;Marañón
31228;Aguilar de Codés
31228;Armañanzas
31228;Azuelo
31228;Espronceda
31228;Torralba del Río
31229;Bargota
31229;Busto, El
31229;Desojo
31229;Torres del Río
31230;Viana
31239;Aras
31240;Ayegui/Aiegi
31241;Allín/Allin
31241;Igúzquiza
31241;Metauten
31242;Villamayor de Monjardín
31243;Arróniz
31243;Barbarin
31243;Igúzquiza
31243;Luquin
31250;Oteiza
31251;Larraga
31252;Berbinzana
31253;Miranda de Arga
31260;Lerín
31261;Andosilla
31262;Allo
31263;Arellano
31263;Dicastillo
31264;Aberin
31264;Morentin
31270;Larraona
31271;Aranarache/Aranaratxe
31271;Eulate
31272;Améscoa Baja
31280;Abáigar
31280;Ancín/Antzin
31280;Murieta
31281;Ancín/Antzin
31281;Etayo
31281;Legaria
31281;Oco
31281;Olejua
31282;Mendaza
31282;Nazar
31283;Lana
31284;Zúñiga
31290;Allín/Allin
31290;Valle de Yerri/Deierri
31291;Guesálaz/Gesalatz
31291;Guirguillano
31292;Aberin
31292;Villatuerta
31292;Valle de Yerri/Deierri
31293;Sesma
31300;Tafalla
31310;Carcastillo
31311;Carcastillo
31312;Cáseda
31313;Murillo el Fruto
31314;Santacara
31315;Murillo el Cuende
31320;Milagro
31330;Villafranca
31340;Marcilla
31350;Peralta/Azkoien
31360;Funes
31370;Falces
31380;Caparroso
31381;Caparroso
31382;Mélida
31383;Murillo el Cuende
31390;Olite/Erriberri
31391;Murillo el Cuende
31392;Pitillas
31393;Beire
31394;Pueyo
31395;Barásoain
31395;Garínoain
31395;Leoz/Leotz
31395;Olóriz/Oloritz
31395;Orísoain
31396;Olóriz/Oloritz
31396;Unzué/Untzue
31397;Tiebas-Muruarte de Reta
31398;Biurrun-Olcoz
31398;Tiebas-Muruarte de Reta
31400;Sangüesa/Zangoza
31409;Javier
31409;Sangüesa/Zangoza
31410;Yesa
31411;Javier
31412;Burgui/Burgi
31413;Vidángoz/Bidankoze
31414;Garde
31415;Roncal/Erronkari
31416;Urzainqui/Urzainki
31417;Isaba/Izaba
31418;Uztárroz/Uztarroze
31420;Urroz-Villa
31421;Izagaondoa
31422;Unciti
31430;Aoiz/Agoitz
31438;Arce/Artzi
31438;Lónguida/Longida
31439;Arce/Artzi
31439;Lónguida/Longida
31439;Oroz-Betelu/Orotz-Betelu
31440;Lumbier
31448;Romanzado
31448;Urraul Alto
31448;Urraul Bajo
31449;Urraul Bajo
31450;Navascués/Nabaskoze
31451;Gallués/Galoze
31451;Navascués/Nabaskoze
31451;Oronz/Orontze
31451;Sarriés/Sartze
31452;Güesa/Gorza
31453;Esparza de Salazar/Espartza Zaraitzu
31454;Castillonuevo
31454;Navascués/Nabaskoze
31454;Romanzado
31454;Urraul Alto
31460;Aibar/Oibar
31460;Leache/Leatxe
31470;Noáin (Valle de Elorz)/Noain (Elortzibar)
31471;Monreal/Elo
31472;Ibargoiti
31472;Unciti
31473;Ibargoiti
31480;Urraul Bajo
31481;Arce/Artzi
31481;Lónguida/Longida
31482;Lizoáin-Arriasgoiti
31483;Lizoáin-Arriasgoiti
31484;Lizoáin-Arriasgoiti
31485;Lizoáin-Arriasgoiti
31486;Valle de Egüés/Eguesibar
31487;Liédena
31490;Cáseda
31491;Ezprogui
31491;Sada
31492;Ezprogui
31493;Gallipienzo/Galipentzu
31494;Eslava
31494;Leoz/Leotz
31494;Lerga
31495;San Martín de Unx
31496;Ujué
31500;Tudela
31510;Fustiñana
31511;Cabanillas
31512;Fontellas
31513;Arguedas
31514;Valtierra
31515;Cadreita
31520;Cascante
31521;Fontellas
31521;Murchante
31522;Monteagudo
31522;Tulebras
31523;Ablitas
31523;Barillas
31530;Cortes
31540;Buñuel
31550;Ribaforada
31560;Azagra
31570;San Adrián
31579;Cárcar
31580;Lodosa
31587;Mendavia
31588;Lazagurría
31589;Sartaguda
31590;Castejón
31591;Corella
31592;Cintruénigo
31593;Fitero
31600;Burlada/Burlata
31610;Villava/Atarrabia
31620;Valle de Egüés/Eguesibar
31620;Huarte/Uharte
31621;Valle de Egüés/Eguesibar
31630;Esteribar
31638;Erro
31638;Esteribar
31639;Erro
31639;Esteribar
31640;Auritz/Burguete
31650;Orreaga/Roncesvalles
31660;Luzaide/Valcarlos
31669;Luzaide/Valcarlos
31670;Orbaizeta
31671;Aria
31671;Aribe
31671;Orbara
31671;Hiriberri/Villanueva de Aezkoa
31680;Ochagavía/Otsagabia
31689;Izalzu/Itzaltzu
31690;Ezcároz/Ezkaroze
31691;Jaurrieta
31692;Abaurregaina/Abaurrea Alta
31692;Abaurrepea/Abaurrea Baja
31692;Garaioa
31693;Esteribar
31693;Garralda
31694;Erro
31695;Erro
31696;Erro
31697;Erro
31698;Esteribar
31699;Erro
31699;Esteribar
31700;Baztan
31708;Anue
31710;Zugarramurdi
31711;Urdazubi/Urdax
31712;Urdazubi/Urdax
31713;Baztan
31714;Baztan
31715;Baztan
31720;Baztan
31720;Bertizarana
31730;Baztan
31740;Doneztebe/Santesteban
31744;Elgorriaga
31745;Ituren
31746;Zubieta
31747;Saldías
31748;Eratsun
31749;Ezkurra
31750;Donamaria
31751;Oiz
31752;Urroz
31753;Beintza-Labaien
31754;Arano
31754;Goizueta
31760;Etxalar
31770;Lesaka
31780;Bera
31789;Lesaka
31789;Bera
31790;Arantza
31790;Igantzi
31791;Sunbilla
31792;Bertizarana
31793;Bertizarana
31794;Baztan
31794;Ezkurra
31795;Baztan
31796;Baztan
31797;Ultzama
31798;Anue
31798;Lantz
31799;Ezcabarte
31799;Odieta
31799;Olaibar
31799;Ultzama
31800;Altsasu/Alsasua
31809;Ziordia
31809;Olazti/Olazagutía
31810;Bakaiku
31810;Iturmendi
31810;Urdiain
31820;Etxarri Aranatz
31829;Ergoiena
31830;Lakuntza
31839;Arbizu
31840;Arruazu
31840;Uharte Arakil
31849;Arakil
31849;Irañeta
31850;Arakil
31860;Irurtzun
31866;Basaburua
31867;Arakil
31867;Atez/Atetz
31867;Imotz
31867;Iza/Itza
31867;Odieta
31868;Arakil
31868;Iza/Itza
31869;Basaburua
31869;Imotz
31870;Lekunberri
31876;Areso
31877;Larraun
31878;Larraun
31879;Larraun
31880;Leitza
31890;Betelu
31891;Araitz
31891;Larraun
31892;Iza/Itza
31892;Juslapeña
32001;Ourense
32002;Barbadás
32002;Ourense
32003;Ourense
32004;Ourense
32005;Barbadás
32005;Ourense
32005;San Cibrao das Viñas
32100;Coles
32101;Vilamarín
32102;Vilamarín
32103;Ourense
32110;Paderne de Allariz
32111;Paderne de Allariz
32120;Peroxa, A
32120;Vilamarín
32130;San Cristovo de Cea
32133;San Cristovo de Cea
32134;San Cristovo de Cea
32135;Piñor
32135;San Cristovo de Cea
32136;San Cristovo de Cea
32137;Piñor
32137;San Cristovo de Cea
32138;Piñor
32139;San Cristovo de Cea
32140;Vilamarín
32141;San Cristovo de Cea
32141;Vilamarín
32150;Peroxa, A
32151;Peroxa, A
32152;Coles
32153;Coles
32153;Peroxa, A
32160;Nogueira de Ramuín
32161;Nogueira de Ramuín
32162;Nogueira de Ramuín
32163;Nogueira de Ramuín
32164;Nogueira de Ramuín
32170;Amoeiro
32171;Amoeiro
32172;Amoeiro
32172;Ourense
32200;Cortegada
32211;Cortegada
32212;Gomesende
32213;Cortegada
32220;Padrenda
32226;Padrenda
32227;Padrenda
32228;Padrenda
32229;Padrenda
32235;Pontedeva
32236;Padrenda
32300;Barco de Valdeorras, O
32310;Rubiá
32311;Rubiá
32312;Rubiá
32313;Barco de Valdeorras, O
32314;Barco de Valdeorras, O
32315;Barco de Valdeorras, O
32315;Vilamartín de Valdeorras
32316;Vilamartín de Valdeorras
32317;Barco de Valdeorras, O
32318;Barco de Valdeorras, O
32320;Rubiá
32329;Carballeda de Valdeorras
32329;Rubiá
32330;Carballeda de Valdeorras
32334;Carballeda de Valdeorras
32335;Carballeda de Valdeorras
32336;Carballeda de Valdeorras
32337;Carballeda de Valdeorras
32338;Carballeda de Valdeorras
32339;Carballeda de Valdeorras
32340;Vilamartín de Valdeorras
32348;Vilamartín de Valdeorras
32349;Vilamartín de Valdeorras
32350;Rúa, A
32356;Petín
32357;Bolo, O
32357;Larouco
32357;Petín
32357;Rúa, A
32357;Veiga, A
32358;Larouco
32359;Rúa, A
32360;Veiga, A
32365;Veiga, A
32366;Veiga, A
32367;Veiga, A
32368;Veiga, A
32369;Veiga, A
32370;Larouco
32370;Petín
32371;Larouco
32371;Petín
32372;Bolo, O
32373;Bolo, O
32374;Bolo, O
32375;Bolo, O
32375;Manzaneda
32400;Ribadavia
32410;Melón
32411;Melón
32412;Carballeda de Avia
32413;Carballeda de Avia
32414;Ribadavia
32415;Ribadavia
32416;Carballeda de Avia
32416;Ribadavia
32417;Arnoia, A
32417;Nogueira de Ramuín
32417;Ribadavia
32418;Ribadavia
32419;Leiro
32420;Leiro
32425;Leiro
32426;Leiro
32427;Leiro
32428;Leiro
32429;Leiro
32430;Castrelo de Miño
32431;Beade
32432;Beade
32433;Carballeda de Avia
32434;Carballeda de Avia
32440;Peroxa, A
32448;Nogueira de Ramuín
32449;Peroxa, A
32450;Cenlle
32452;Punxín
32453;San Amaro
32454;Cenlle
32455;San Amaro
32456;Gudiña, A
32456;Punxín
32457;Punxín
32459;Cenlle
32499;Mezquita, A
32500;Carballiño, O
32510;Carballiño, O
32511;Carballiño, O
32512;Boborás
32513;Carballiño, O
32514;Boborás
32515;Carballiño, O
32515;San Amaro
32516;Carballiño, O
32520;Avión
32520;Beariz
32520;Boborás
32521;Boborás
32522;Boborás
32523;Boborás
32524;Boborás
32525;Boborás
32526;Boborás
32526;Irixo, O
32530;Boborás
32530;Irixo, O
32534;Carballiño, O
32535;Irixo, O
32536;Irixo, O
32537;Irixo, O
32538;Irixo, O
32539;Irixo, O
32540;Gudiña, A
32545;Gudiña, A
32546;Gudiña, A
32547;Gudiña, A
32547;Vilariño de Conso
32548;Mezquita, A
32549;Mezquita, A
32550;Viana do Bolo
32554;Viana do Bolo
32555;Viana do Bolo
32556;Viana do Bolo
32557;Viana do Bolo
32557;Vilariño de Conso
32558;Viana do Bolo
32560;Viana do Bolo
32562;Viana do Bolo
32563;Viana do Bolo
32570;Maside
32572;Maside
32572;Punxín
32574;Carballiño, O
32574;Maside
32575;Maside
32576;Maside
32577;Maside
32578;Maside
32578;Punxín
32579;Maside
32590;Mezquita, A
32591;Castrelo do Val
32592;Baños de Molgas
32592;Paderne de Allariz
32593;Ourense
32600;Verín
32610;Riós
32610;Vilardevós
32611;Monterrei
32611;Riós
32612;Castrelo do Val
32612;Riós
32613;Oímbra
32614;Vilardevós
32615;Verín
32616;Vilardevós
32617;Vilardevós
32618;Monterrei
32619;Verín
32620;Laza
32621;Laza
32622;Laza
32623;Laza
32624;Castrelo do Val
32624;Monterrei
32625;Castrelo do Val
32626;Castrelo do Val
32630;Xinzo de Limia
32631;Xinzo de Limia
32631;Sarreaus
32631;Trasmiras
32632;Baltar
32632;Blancos, Os
32632;Xinzo de Limia
32633;Baltar
32634;Blancos, Os
32635;Xinzo de Limia
32635;Verín
32636;Xinzo de Limia
32636;Sarreaus
32637;Xinzo de Limia
32637;Verín
32640;Xinzo de Limia
32641;Porqueira
32643;Porqueira
32644;Calvos de Randín
32644;Porqueira
32645;Calvos de Randín
32645;Porqueira
32646;Baltar
32646;Calvos de Randín
32647;Calvos de Randín
32648;Calvos de Randín
32650;Vilar de Santos
32651;Vilar de Santos
32652;Rairiz de Veiga
32653;Rairiz de Veiga
32654;Rairiz de Veiga
32655;Rairiz de Veiga
32660;Allariz
32664;Allariz
32665;Allariz
32666;Allariz
32667;Allariz
32668;Allariz
32669;Allariz
32670;Xunqueira de Ambía
32678;Xunqueira de Ambía
32679;Xunqueira de Ambía
32680;Cualedro
32688;Cualedro
32689;Cualedro
32690;Allariz
32690;Taboadela
32691;Taboadela
32692;Sandiás
32693;Sandiás
32694;Trasmiras
32695;Trasmiras
32696;Sarreaus
32696;Trasmiras
32697;Verín
32698;Oímbra
32698;Verín
32699;Verín
32700;Maceda
32701;Baños de Molgas
32702;Vilar de Barrio
32703;Maceda
32704;Baños de Molgas
32705;Baños de Molgas
32705;Vilar de Barrio
32706;Maceda
32707;Maceda
32708;Xunqueira de Espadanedo
32708;Maceda
32710;Pereiro de Aguiar, O
32711;Pereiro de Aguiar, O
32720;Esgos
32720;Xunqueira de Espadanedo
32720;Maceda
32720;Nogueira de Ramuín
32730;Xunqueira de Espadanedo
32740;Parada de Sil
32746;Parada de Sil
32747;Parada de Sil
32748;Parada de Sil
32749;Parada de Sil
32750;Montederramo
32751;Montederramo
32760;Castro Caldelas
32764;Castro Caldelas
32764;Teixeira, A
32765;Teixeira, A
32766;Castro Caldelas
32767;Chandrexa de Queixa
32768;Castro Caldelas
32768;Chandrexa de Queixa
32769;Castro Caldelas
32769;Montederramo
32770;San Xoán de Río
32774;Castro Caldelas
32779;San Xoán de Río
32780;Pobra de Trives, A
32781;Manzaneda
32782;Manzaneda
32782;Pobra de Trives, A
32783;Manzaneda
32784;Manzaneda
32785;Manzaneda
32786;Chandrexa de Queixa
32787;Chandrexa de Queixa
32787;Pobra de Trives, A
32788;Pobra de Trives, A
32789;Pobra de Trives, A
32789;Viana do Bolo
32790;Maceda
32790;Montederramo
32791;Nogueira de Ramuín
32792;Pereiro de Aguiar, O
32793;Esgos
32793;Pereiro de Aguiar, O
32794;Castro Caldelas
32794;Chandrexa de Queixa
32794;San Xoán de Río
32800;Celanova
32810;Ramirás
32811;Ramirás
32812;Bola, A
32812;Ribadavia
32813;Verea
32814;Quintela de Leirado
32815;Celanova
32815;Ramirás
32816;Celanova
32816;Merca, A
32817;Celanova
32820;Cartelle
32821;Cartelle
32822;Cartelle
32823;Cartelle
32823;Celanova
32824;Cartelle
32825;Cartelle
32826;Cartelle
32827;Celanova
32828;Celanova
32829;Celanova
32830;Merca, A
32838;Merca, A
32839;Merca, A
32840;Bande
32845;Bande
32846;Bande
32846;Lobeira
32847;Bande
32848;Bande
32849;Bande
32850;Lobeira
32857;Lobeira
32858;Lobeira
32859;Bande
32859;Lobeira
32860;Entrimo
32867;Entrimo
32868;Entrimo
32869;Entrimo
32869;Lobios
32870;Lobios
32879;Lobios
32880;Muíños
32890;Barbadás
32891;Bande
32892;Lobios
32893;Lobios
32893;Parada de Sil
32894;Lobios
32895;Lobios
32896;Muíños
32897;Lobeira
32898;Muíños
32899;Muíños
32900;Ourense
32900;San Cibrao das Viñas
32901;San Cibrao das Viñas
32910;San Cibrao das Viñas
32911;San Cibrao das Viñas
32920;Barbadás
32920;Toén
32930;Barbadás
32930;Toén
32940;Barbadás
32940;Ourense
32940;Toén
32941;Toén
32946;Bande
32950;Coles
32960;Ourense
32970;Ourense
32971;Ourense
32980;Amoeiro
32980;Ourense
32981;Ourense
32990;Ourense
33001;Oviedo
33002;Oviedo
33003;Oviedo
33004;Oviedo
33005;Oviedo
33006;Oviedo
33007;Oviedo
33008;Oviedo
33009;Oviedo
33010;Oviedo
33010;Siero
33011;Oviedo
33012;Oviedo
33013;Oviedo
33060;Oviedo
33069;Oviedo
33110;Teverga
33111;Teverga
33112;Proaza
33114;Proaza
33115;Quirós
33115;Santo Adriano
33116;Proaza
33116;Quirós
33117;Quirós
33118;Quirós
33119;Grado
33119;Oviedo
33120;Pravia
33125;Soto del Barco
33126;Soto del Barco
33127;Oviedo
33127;Pravia
33127;Soto del Barco
33128;Pravia
33129;Pravia
33130;Muros de Nalón
33138;Muros de Nalón
33139;Pravia
33140;Oviedo
33150;Cudillero
33155;Cudillero
33156;Cudillero
33157;Cudillero
33159;Cudillero
33160;Riosa
33161;Morcín
33162;Morcín
33163;Morcín
33170;Oviedo
33170;Ribera de Arriba
33171;Oviedo
33171;Ribera de Arriba
33172;Ribera de Arriba
33173;Ribera de Arriba
33174;Oviedo
33179;Coaña
33180;Noreña
33186;Siero
33187;Siero
33188;Siero
33189;Siero
33190;Regueras, Las
33191;Oviedo
33191;Regueras, Las
33192;Gijón
33192;Llanera
33192;Regueras, Las
33193;Oviedo
33194;Oviedo
33195;Oviedo
33196;Oviedo
33199;Oviedo
33199;Siero
33201;Gijón
33202;Gijón
33203;Gijón
33204;Gijón
33205;Gijón
33206;Gijón
33207;Gijón
33208;Gijón
33209;Gijón
33210;Gijón
33211;Gijón
33212;Gijón
33213;Gijón
33290;Gijón
